1020166	2805210806	68
1020165	2418030902	56
1020164	2216020311	54
1020163	1305220102	43
1020162	0614152305	63
1020161	0127152204	69
1020160	1804112327	83
1020159	1511051223	66
1020158	1512010604	38
1020157	2410041814	70
1020156	1004110913	47
1020155	1517122507	76
1020154	1302202104	60
1020153	1928120618	83
1020152	0614031119	53
1020151	2327020518	75
1020150	2221010218	64
1020149	2115162006	78
1020148	1323151203	66
1020147	2621242016	107
1020146	2307221026	88
1020145	2409052514	77
1020144	2215240111	73
1020143	0218031507	45
1020142	1901132418	75
1020141	0524251017	81
1020140	1621112724	99
1020139	2226191605	88
1020138	1905091303	49
1020137	0307011724	52
1020136	0411020107	25
1020135	0518272807	85
1020134	0105200825	59
1020133	2620152105	87
1020132	0213211612	64
1020131	1303122521	74
1020130	2706100821	72
1020129	2816241917	104
1020128	2419280903	83
1020127	2825182711	109
1020126	2617191805	85
1020125	2728050721	88
1020124	1419040523	65
1020123	2618151017	86
1020122	2207090628	72
1020121	2710262215	100
1020120	0201282422	77
1020119	0706051802	38
1020118	2007151902	63
1020117	0826201022	86
1020116	0326042719	79
1020115	1125010506	48
1020114	1905252022	91
1020113	1202262513	78
1020112	2203151404	58
1020111	1202271326	80
1020110	1116010322	53
1020109	0927082114	79
1020108	1524062821	94
1020107	0928252315	100
1020106	0901241720	71
1020105	2826082519	106
1020104	0219221326	82
1020103	1519010611	52
1020102	2704140803	56
1020101	2401051228	70
1020100	0414100912	49
1020099	2117041119	72
1020098	2628082702	91
1020097	2110041822	75
1020096	1809170422	70
1020095	1903010210	35
1020094	1201151407	49
1020093	2718031907	74
1020092	2824031309	77
1020091	2111221224	90
1020090	0621232809	87
1020089	1821230926	97
1020088	0510082504	52
1020087	2103200907	60
1020086	2625142228	115
1020085	1326192127	106
1020084	0925280220	84
1020083	2426142009	93
1020082	2620252710	108
1020081	1812242201	77
1020080	0604210215	48
1020079	1406072718	72
1020078	0415070613	45
1020077	0705271410	63
1020076	1420121107	64
1020075	0323131514	68
1020074	0217112005	55
1020073	2311090612	61
1020072	1202241511	64
1020071	1213110916	61
1020070	0314162128	82
1020069	1006281723	84
1020068	1210070224	55
1020067	0703280926	73
1020066	0225062316	72
1020065	2722062625	106
1020064	2320111304	71
1020063	1312210704	57
1020062	1710070512	51
1020061	0512271524	83
1020060	0525031306	52
1020059	1524262504	94
1020058	1527181204	76
1020057	1802012711	59
1020056	0502101425	56
1020055	1415011602	48
1020054	2220141121	88
1020053	0105141815	53
1020052	1115232018	87
1020051	2223100719	81
1020050	1125081409	67
1020049	0413102307	57
1020048	2221232418	108
1020047	0208182523	76
1020046	2422162817	107
1020045	1924142108	86
1020044	0507102522	69
1020043	1713192401	74
1020042	1113180120	63
1020041	1619131423	85
1020040	2627150124	93
1020039	0822192701	77
1020038	1122131418	78
1020037	2023101903	75
1020036	0627260925	93
1020035	1601021209	40
1020034	0714130211	47
1020033	1812132826	97
1020032	0817140321	63
1020031	1222030417	58
1020030	1305011507	41
1020029	0520281612	81
1020028	1724252318	107
1020027	1428060119	68
1020026	1125031921	79
1020025	1309240127	74
1020024	0816262807	85
1020023	0903260818	64
1020022	0307202122	73
1020021	1602081704	47
1020020	1910040705	45
1020019	0814210618	67
1020018	0313220825	71
1020017	1417250727	90
1020016	2024090826	87
1020015	1526211624	102
1020014	2705192306	80
1020013	2503052612	71
1020012	2107160419	67
1020011	0510231927	84
1020010	0309170515	49
1020009	1924142202	81
1020008	2327201428	112
1020007	2827120901	77
1020006	2028271211	98
1020005	2718012503	74
1020004	0319082125	76
1020003	2520050717	74
1020002	0724262821	106
1020001	1507192604	71
1020000	1012191605	62
1019999	2414282122	109
1019998	0911192802	69
1019997	2326250814	96
1019996	2422061423	89
1019995	0528021909	63
1019994	0915221427	87
1019993	0322210509	60
1019992	1828171321	97
1019991	1709021107	46
1019990	0902212505	62
1019989	0417021116	50
1019988	1009240321	67
1019987	0323271214	79
1019986	1815042807	72
1019985	1804162217	77
1019984	2403110815	61
1019983	2611130509	64
1019982	2110092407	71
1019981	2328211119	102
1019980	0320140225	64
1019979	1224201709	82
1019978	2518141312	82
1019977	1902081307	49
1019976	0821041217	62
1019975	1123200817	79
1019974	2612142511	88
1019973	1613200508	62
1019972	2614091015	74
1019971	1612132619	86
1019970	2721032316	90
1019969	1910052111	66
1019968	0826162011	81
1019967	2719241316	99
1019966	2324142607	94
1019965	0125202824	98
1019964	1201041602	35
1019963	1519210206	63
1019962	1109172821	86
1019961	0116121718	64
1019960	2122201005	78
1019959	0613040823	54
1019958	0616172620	85
1019957	2603020618	55
1019956	1621080301	49
1019955	0911261301	60
1019954	0118120323	57
1019953	2106160714	64
1019952	1802282320	91
1019951	2418210523	91
1019950	2809270102	67
1019949	1908050609	47
1019948	1622242310	95
1019947	1912240717	79
1019946	0110200215	48
1019945	0509280421	67
1019944	2819170206	72
1019943	0118102612	67
1019942	1627261523	107
1019941	2510210501	62
1019940	0422271520	88
1019939	1509231110	68
1019938	2422041206	68
1019937	2716020809	62
1019936	1705081909	58
1019935	2602102204	64
1019934	2305152827	98
1019933	0715061427	69
1019932	0305081124	51
1019931	2327090807	74
1019930	2712050222	68
1019929	1223041720	76
1019928	2601180219	66
1019927	2313161026	88
1019926	2017070214	60
1019925	2327120603	71
1019924	1225150627	85
1019923	0220222815	87
1019922	0212101623	63
1019921	0220152403	64
1019920	1328010309	54
1019919	2411250903	72
1019918	1116280925	89
1019917	2204111505	57
1019916	0709101223	61
1019915	2708121613	76
1019914	1424160806	68
1019913	1412032124	74
1019912	0104141128	58
1019911	2725190504	80
1019910	0425272107	84
1019909	2415011702	59
1019908	0223011418	58
1019907	0305081704	37
1019906	0712231709	68
1019905	0410021315	44
1019904	2610210527	89
1019903	2120260111	79
1019902	2813191614	90
1019901	2316030613	61
1019900	1013152218	78
1019899	0512240727	75
1019898	1524220127	89
1019897	2328222620	119
1019896	1125070604	53
1019895	2808072217	82
1019894	1723211205	78
1019893	0217142623	82
1019892	1220211809	80
1019891	2713231005	78
1019890	1707161410	64
1019889	2216052628	97
1019888	0718031228	68
1019887	1822252005	90
1019886	2301250221	72
1019885	2708141211	72
1019884	0703212802	61
1019883	0313021020	48
1019882	0724050119	56
1019881	1009202808	75
1019880	0624010413	48
1019879	2621142506	92
1019878	1928221304	86
1019877	1828110221	80
1019876	1501232207	68
1019875	1713181525	88
1019874	2223070924	85
1019873	0628070424	69
1019872	1203060218	41
1019871	2115091325	83
1019870	2822092507	91
1019869	1619130520	73
1019868	1728110222	80
1019867	2406190414	67
1019866	2320111025	89
1019865	2714120604	63
1019864	1117051415	62
1019863	0218172428	89
1019862	1713270219	78
1019861	2322101801	74
1019860	1305251908	70
1019859	2204200602	54
1019858	0619182511	79
1019857	2507151322	82
1019856	1006082304	51
1019855	2305171427	86
1019854	0602092303	43
1019853	1203280605	54
1019852	1221081824	83
1019851	1321232011	88
1019850	2827041214	85
1019849	2305181004	60
1019848	1527202408	94
1019847	1302280704	54
1019846	2214191121	87
1019845	2413150521	78
1019844	2610202502	83
1019843	2508262320	102
1019842	2003090711	50
1019841	2624130315	81
1019840	0115101224	62
1019839	0621091302	51
1019838	0203281314	60
1019837	0816200522	71
1019836	2023041201	60
1019835	0624172711	85
1019834	1328201627	104
1019833	1202031623	56
1019832	1720060525	73
1019831	2426062115	92
1019830	0423020521	55
1019829	2004032310	60
1019828	2827181306	92
1019827	1220081916	75
1019826	2813190116	77
1019825	0704031722	53
1019824	2324161407	84
1019823	1011022508	56
1019822	2324121526	100
1019821	0128231109	72
1019820	1421012607	69
1019819	0924081518	74
1019818	1901160822	66
1019817	2606220912	75
